Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric_Admissions,Sex_x,Value_Admissions,Metric_Fatalities,Value_Fatalities,"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),16 and Over,16-24,25-34,35-49,50-59,60 and Over
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,52534,Attributable number,1700,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,9800,Number of observed deaths,13357,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,9800,Number of observed deaths,13357,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,9800,Number of observed deaths,13357,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,9800,Attributable number,1700,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,9800,Attributable number,1700,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,9800,Attributable number,1700,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9302,Number of observed deaths,3434,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9302,Number of observed deaths,3434,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9302,Number of observed deaths,3434,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9302,Attributable number,2100,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9302,Attributable number,2100,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9302,Attributable number,2100,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5800,Number of observed deaths,3434,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5800,Number of observed deaths,3434,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5800,Number of observed deaths,3434,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5800,Attributable number,2100,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5800,Attributable number,2100,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5800,Attributable number,2100,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,6011,Number of observed deaths,74,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,6011,Number of observed deaths,74,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,6011,Number of observed deaths,74,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,6011,Attributable number,0,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,6011,Attributable number,0,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,6011,Attributable number,0,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1600,Number of observed deaths,74,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1600,Number of observed deaths,74,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1600,Number of observed deaths,74,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1600,Attributable number,0,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1600,Attributable number,0,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1600,Attributable number,0,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11416,Number of observed deaths,1145,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11416,Number of observed deaths,1145,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11416,Number of observed deaths,1145,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11416,Attributable number,600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11416,Attributable number,600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11416,Attributable number,600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,5900,Number of observed deaths,1145,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,5900,Number of observed deaths,1145,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,5900,Number of observed deaths,1145,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,5900,Attributable number,600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,5900,Attributable number,600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,5900,Attributable number,600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,C00-D48,All cancers,All cancers,Number of admissions,Female,782189,Number of observed deaths,63043,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,C00-D48,All cancers,All cancers,Number of admissions,Female,782189,Number of observed deaths,63043,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,C00-D48,All cancers,All cancers,Number of admissions,Female,782189,Number of observed deaths,63043,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,C00-D48,All cancers,All cancers,Number of admissions,Female,782189,Attributable number,13700,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,C00-D48,All cancers,All cancers,Number of admissions,Female,782189,Attributable number,13700,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,C00-D48,All cancers,All cancers,Number of admissions,Female,782189,Attributable number,13700,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,C00-D48,All cancers,All cancers,Attributable number,Female,50000,Number of observed deaths,63043,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,C00-D48,All cancers,All cancers,Attributable number,Female,50000,Number of observed deaths,63043,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,C00-D48,All cancers,All cancers,Attributable number,Female,50000,Number of observed deaths,63043,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,C00-D48,All cancers,All cancers,Attributable number,Female,50000,Attributable number,13700,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,C00-D48,All cancers,All cancers,Attributable number,Female,50000,Attributable number,13700,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,C00-D48,All cancers,All cancers,Attributable number,Female,50000,Attributable number,13700,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,244455,Number of observed deaths,33109,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,244455,Number of observed deaths,33109,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,244455,Number of observed deaths,33109,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,244455,Attributable number,10600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,244455,Attributable number,10600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,244455,Attributable number,10600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,58500,Number of observed deaths,33109,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,58500,Number of observed deaths,33109,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,58500,Number of observed deaths,33109,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,58500,Attributable number,10600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,58500,Attributable number,10600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,58500,Attributable number,10600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,378373,Number of observed deaths,65213,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,378373,Number of observed deaths,65213,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,378373,Number of observed deaths,65213,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,378373,Attributable number,6800,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,378373,Attributable number,6800,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,378373,Attributable number,6800,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,42400,Number of observed deaths,65213,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,42400,Number of observed deaths,65213,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,42400,Number of observed deaths,65213,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
